seed,v3_len_0,v3_col_0,v3_time_0,v3_len_5,v3_col_5,v3_time_5,v5_len_0,v5_col_0,v5_time_0,v5_len_5,v5_col_5,v5_time_5
20,596.435909581727,2,6.6040637493133545,577.7513252857311,7,6.94721269607544,494.0428416028394,0,77.20638370513916,471.4978555529532,3,396.7505259513855
21,520.5246142743927,5,5.9660584926605225,598.5568489864581,7,6.7003278732299805,503.5532212424867,2,301.26403164863586,563.0378260663094,3,227.5693936347961
22,664.2210788292384,1,7.261386394500732,713.5066084512152,2,8.011252641677856,521.9703273112009,0,210.40333604812625,582.5510571884438,0,131.86907029151917
23,563.1017270727815,2,6.4827561378479,730.5498399001343,4,7.333938837051392,483.0252278134331,0,97.8000190258026,620.4247824992248,1,216.21410608291623
24,591.0529081941181,2,6.354541301727295,762.8790630594094,12,8.92066764831543,460.79059392956856,1,196.6953797340393,543.073134087892,1,134.83396077156067
25,572.2638683433358,1,6.8521788120269775,760.0295642232289,6,8.655023097991943,455.4873451353649,1,76.09979820251465,620.7136184418292,1,163.55081868171692
26,546.2966622899513,5,6.82884693145752,578.5985376758031,5,7.861525774002075,592.2055816867673,1,153.6730785369873,669.1173098642662,0,102.05226516723631
27,565.9372827181669,3,6.835872173309326,721.0008820214765,6,8.089526653289795,469.3925420279091,2,52.70885300636292,542.93655310817,2,97.54102969169617
28,612.8919096226068,1,6.587579250335693,618.3211892359295,1,7.496644973754883,556.5406085908742,0,126.5516209602356,579.8058271325851,2,136.6017837524414
29,655.7700976387395,3,7.124538421630859,654.009346554471,6,7.086045980453491,536.6950434695353,0,101.68313384056091,613.4833036526662,1,76.38678216934204
30,564.3937391869433,2,6.218065500259399,673.2931060569834,6,7.770032644271851,508.9005273713348,0,49.08097529411316,563.287436940697,0,82.01744794845581
31,620.6591016705054,0,6.468883752822876,718.3571298561201,5,7.383845567703247,472.65907794317474,0,77.79618453979492,681.1905592572604,1,77.5225715637207
32,521.7699296143279,1,5.381486415863037,571.010500278439,3,6.985214471817017,548.576103407331,0,69.66939735412598,701.1657420160409,0,63.4798641204834
33,574.0419070235935,2,6.230026006698608,611.4161125205363,2,7.014652490615845,480.97127481368693,0,67.93387389183044,552.3598594649591,0,63.698195457458496
34,624.6098510029036,0,6.909633159637451,733.4568629277337,2,8.525961875915527,521.3240033615702,0,162.2965705394745,658.6667055430214,3,217.5775110721588
35,664.6572251950391,4,7.236427307128906,575.7800081284828,1,7.596148729324341,484.4978487932223,2,278.5328872203827,634.2276377602226,2,232.85616660118103
36,671.403719265947,3,6.823729038238525,610.1144730883217,3,7.73262357711792,493.9246466664515,0,99.83959031105042,543.1628969274157,1,120.01147437095642
37,608.2092444546006,3,6.353507995605469,656.6988324350264,3,7.9404332637786865,532.3388382650336,0,78.46389985084534,626.6564175770395,1,147.3276755809784
38,628.005829182415,3,7.191576480865479,678.1044587049577,7,8.124860763549805,482.77430635748397,0,28.217003107070923,577.7441724138425,1,189.01274943351743
39,589.4685102539961,0,6.947012186050415,610.0163589937512,3,7.857712984085083,484.33432114280515,0,12.51455044746399,503.03201150800265,0,162.09595847129822
40,808.2268252394564,3,8.248460054397583,752.4759141832569,0,8.300466060638428,543.7808667474168,0,296.92125606536865,647.0790864557848,0,205.45268607139587
41,536.1373845967549,2,6.036834955215454,640.5426583977408,4,7.564667463302612,364.04922774238446,2,223.5586531162262,498.72841276812966,1,254.19334244728088
42,446.046362876236,0,6.2703893184661865,676.1361612112378,3,8.125383853912354,569.6432139835176,0,121.57953715324402,585.6466630980361,0,91.68272137641908
43,706.8994684487028,4,6.426236152648926,709.307047522711,2,8.31824779510498,437.0173888220451,0,27.46977496147156,501.2357988303142,0,157.22999787330627
44,531.3619270491504,0,6.232195615768433,690.5641793503311,2,8.072508335113525,441.0474502080431,0,59.9553427696228,639.7247264066813,0,34.90631937980652
45,544.7011454225902,2,6.04761528968811,619.0074576121275,1,7.3041558265686035,515.1299121461709,0,80.89568448066711,608.688414112363,0,209.7717626094818
46,533.8257189319505,0,6.703672409057617,630.5843947833575,4,7.869823455810547,540.3811252770987,0,193.4438922405243,881.3094575698221,3,303.93736505508423
47,597.5297170974872,3,6.949410915374756,722.0038886894157,1,8.22602891921997,454.7770241880473,0,37.107967138290405,725.1547447663341,1,132.36499071121216
48,529.844928965383,3,6.3027191162109375,558.2111105422214,3,6.579962253570557,512.1622443561804,0,48.669673204422,630.9271264673552,2,218.13114166259768
49,629.195714154277,3,6.209853887557983,651.8674459501009,3,6.962612152099609,487.153927169011,0,265.2464106082916,708.5656389581609,1,144.52762746810913
50,513.5862394079712,2,6.034148693084717,610.0464318465312,3,7.712302923202515,549.2670385715346,1,87.9167845249176,550.1629987017158,2,207.42513990402225
